,Name,Type,Time,Contact,Province,City,Address,Competive,Coach,Scale,Fee,Lon,Lat,Others
137,江南大学极限飞盘协会,学校队伍,,微信号: JUUF2018,江苏,无锡市,江南大学,是,,,,120.2682501,31.47656528,无
138,无锡南外飞盘俱乐部,学校队伍,,无,江苏,南京市,无锡南外国王国际学校,是,,,,120.305789,31.467535,无
139,Nankings,混合/公开,2009,无公众号石迎利：Coffeeinn（联系人）Simon Liang（创始人）,江苏,南京市,南京市玄武湖公园樱洲,是,Simon Liang 梁爱伟盘龄20年,15人左右,免费参与,118.793549,32.072076,
140,小鸟飞盘,混合/公开,2021.1,公众号：小鸟竞技小红书：Birdy Disc小鸟飞盘微信号：lvxiangbo,江苏,昆山市,昆山市体育中心足球场,否,,200,暂无,120.908499,31.386819,
141,小鸟飞盘,混合/公开,2021.1,公众号：小鸟竞技小红书：Birdy Disc小鸟飞盘微信号：lvxiangbo,江苏,昆山市,慈济金亚园区足球场,否,,200,暂无,120.997199,31.372019,
142,酥粥飞盘,混合/公开,2021,公众号：酥粥飞盘俱乐部联系人微信：BenCao964118,江苏,苏州市,苏州金阊文体中心苏州奥体中心苏州奥蓝大球场,是,大鸟 盘龄2年 南体 桃罐头昊楠 盘龄7年 苏大 CHUCHAI,,,120.556575,31.354445,
143,苏州superjet 极限飞盘队,混合/公开,2022.3,小红书：苏州superjet极限飞盘队 俱乐部联系人微信号：17311137590,江苏,苏州市,苏州市工业园区金鸡湖香樟园,是,Flame.D杨烨东 桃罐头 枪花 盘龄：4Gary弓昊楠 沪娃 出差 盘龄：7,34,目前费用AA 根据场地而定,120.680456,31.319764,
144,南京枪花俱乐部,混合/公开,2015,小红书：南京枪花俱乐部,江苏,南京市,南京体育学院操场,是,,20-30人,,118.866818,32.044332,
145,常州赤乌俱乐部Changzhou Raven Club,混合/公开,2022,常州飞盘小猴子 小红书号：1491981328,江苏,常州市,常州钟楼中天钢铁体育场,否,,,单次50，会员30,119.943831,31.770066,
146,无锡Hard-D极限飞盘俱乐部,混合/公开,2020,微信号：WX_Hard-D_Frisbee,江苏,无锡市,无锡市梁溪区观山路八方汇,是,Pocky，杭州龙井虾仁前队长，7年 黄凯，无锡联队飞盘队队长，4年 Tony，无锡无锡飞盘创始人，10年,,,120.345606,31.578582,
147,南京飞盘俱乐部,混合/公开,2012,微信号：nanjingdisc,江苏,南京市,南京市浦口区浦口大道1号,是,,,,118.667918,32.055682,
148,宁波 UFO / Flamingirls,学校队伍,,微信号：ningboUFO,浙江,宁波市,宁波诺丁汉大学,是,,,,121.5582274,29.80263998,无
149,浙江理工 flytop 飞盘队,学校队伍,,公众号：flytop极限飞盘,浙江,杭州市,浙江理工大学,是,,,,120.3486586,30.31549297,无
150,浙江金融职业学院飞盘协会,学校队伍,,微信号：trylayout,浙江,杭州市,浙江金融职业学院,是,,,,120.3785628,30.32198128,无
151,中国计量 neverdrop 飞盘队,学校队伍,,微信号：gh_bc14a44a6ebc（公众号名称：NeverDrop飞盘俱乐部）,浙江,杭州市,中国计量大学,是,,,,120.3714589,30.32203073,无
152,浙江财经大学飞盘协会,学校队伍,,无,浙江,杭州市,浙江财经大学,是,,,,120.3964315,30.32018025,无
153,浙江大学飞盘协会,学校队伍,,微信号：zjuu-frisbee,浙江,杭州市,浙江大学,是,,,,120.1201468,30.26493029,无
154,浙江农林大学飞盘协会,学校队伍,,无,浙江,杭州市,浙江农林大学,是,,,,120.1583755,30.2427537,无
155,宁波理工学院飞盘协会,学校队伍,,无,浙江,宁波市,宁波理工学院,是,,,,121.5704186,29.81783185,无
156,宁波大学飞盘协会,学校队伍,,无,浙江,宁波市,宁波大学,是,,,,121.601199,29.94472582,无
157,浙江万里 Great Wow 飞盘队,学校队伍,,公众号：Great_WoW俱乐部联系人微信号：18012072244,浙江,宁波市,浙江万里学院钱湖校区,是,,,,121.5630963,29.81680454,无
158,杭州好虾女子飞盘队（ASTAUltimate）,女子队伍,2022.3,公众号：杭州女子飞盘好虾Ultimate 小红书：杭州好虾女子飞盘队,浙江,杭州市,拱墅区糖果和洛克公园,是,盘龄5-10年，美国、上海、UFO都打过。,比赛人数40,60,120.209526,30.254565,
159,宁波 Flamingirls,女子队伍,2016,俱乐部联系人微信号：xiayuli2001,浙江,宁波市,浙江省宁波市鄞州区首南街道泰康东路199号宁波诺丁汉大学,是,,100人以内,,121.56351,29.80002,
160,信天飞盘俱乐部,混合/公开,2022,小红书：信天飞盘/俱乐部联系人微信号：lansun185/视频号：净之来了,浙江,衢州市,衢州市民足球场/柯城区荷花五路,否,,20,暂无,118.875758,28.928934,
161,温州飞盘煴队,混合/公开,2018,温州组织队伍：飞扬13336946069微信同步,浙江,温州市,温州市鹿城区智慧谷足球场,否,,,平均50元左右一个人,120.681877,28.015568,
162,龙井虾仁（原杭州队）,混合/公开,2021.1,虾仁ultimate,浙江,杭州市,钱江世纪城大草坪,是,郑励，宁波UFO毕业，盘龄6年jack，盘龄10年左右,20人,50元/人,120.158978,30.247371,
163,龙井虾仁（原杭州队）,混合/公开,2021.1,虾仁ultimate,浙江,杭州市,糖果盒足球场,是,郑励，宁波UFO毕业，盘龄6年jack，盘龄10年左右,20人,50元/人,120.197919,30.318834,
164,西溪盘丝岭,混合/公开,2021.3,社团联系人微信号：172104733,浙江,杭州市,吉客体育中心/余杭区龙泉路16号,是,刘滨 盘龄10年和平 盘龄8年文瑞 盘龄7年,260人社群,50元/次,119.982487,30.281229,
165,盘人甲·杭州,混合/公开,2021.8,社群联系人微信号：panrejia001,浙江,杭州市,浙江省杭州市滨江区江汉路1515号浙江省杭州市西湖区双龙街与枫树路交汇处,否,,600人,50元/人/次,120.066506,30.292799,
166,盘人甲·宁波,混合/公开,2021.8,社群联系人微信号：panrejianb,浙江,宁波市,浙江省宁波市江北区外滩街道槐树路290弄洛克运动中心八人制橄榄球场,否,,300人,50元/人/次,121.549435,29.887144,
167,大白俱乐部,混合/公开,2021,小红书：DABAI-CLUB 微信号：DABAI-CLUB,浙江,杭州市,江和美,否,,1000人,50/次,120.227507,30.268539,
168,合肥工业大学飞盘协会,学校队伍,,无,安徽,合肥市,合肥工业大学,是,,,,117.2955935,31.84763437,无
169,中国科学技术大 ustc 极限飞盘协会,学校队伍,,公众号：中科大极限飞盘队bilibili：中科大极限飞盘队微信联系人：xiaomian666666666/18907139742,安徽,合肥市,中国科学技术大学,是,,,,117.2806222,31.82215807,无
170,安徽工程AirHover飞盘队,学校队伍,,公众号：AHPU-Ultimate抖音号：guli45845俱乐部联系人微信号：JONESBO17,安徽,芜湖市,安徽工程大学,是,,,,118.4115293,31.33891162,无
171,芜湖职业技术学院飞盘协会,学校队伍,,无,安徽,芜湖市,芜湖职业技术学院,是,,,,118.369302,31.277972,无
172,集大无极极限飞盘队,学校队伍,,集美大学诚毅学院飞盘社团，目前和白鹭一起训练，联系人：张宇光（微信：yuguang1080）,福建,厦门市,集美大学,是,,,,118.0896144,24.58488326,无
173,厦门大学飞盘队,学校队伍,,无,福建,厦门市,厦门大学,是,,,,118.102576,24.436343,无
174,福州Suns女子飞盘队,女子队伍,2022.4,小红书：福州飞盘Joanna，微信：joannaisacoolcat,福建,福州市,福州沙滩公园,是,"Tammy, 盘龄9年，珠海UIC, 福州Flame，2015年AOUGC香港女子队roster； Joanna，盘龄7年，福州Flame，2019年AOUGC中国女子队roster精神队长，WFDF Advanced GA。 小北，盘龄5年，福州Flame，2019年AOUGC中国女子队roster。",50人（截止启动第二周）,300,119.230858,26.079922,
175,福州Suns女子飞盘队,女子队伍,2022.4,小红书：福州飞盘Joanna，微信：joannaisacoolcat,福建,福州市,福州南江滨五人制足球场,是,"Tammy, 盘龄9年，珠海UIC, 福州Flame，2015年AOUGC香港女子队roster； Joanna，盘龄7年，福州Flame，2019年AOUGC中国女子队roster精神队长，WFDF Advanced GA。 小北，盘龄5年，福州Flame，2019年AOUGC中国女子队roster。",50人（截止启动第二周）,300,119.271793,26.054464,
176,泉州飓风极限飞盘,混合/公开,2019.9,小红书：泉州飓风极限飞盘，微信13559549798,福建,泉州市,福建省泉州市,是,飘老师，厦门白鹭队，盘龄5年,,,118.675724,24.874452,
177,福州飞次方飞盘运动社群,混合/公开,2022,小红书:飞次方飞盘运动社群,福建,福州市,乌卡空中足球场（茶亭地铁站，居然之家6楼）,否,,200人,50,119.30564,26.06812,
178,福州飞次方飞盘运动社群,混合/公开,2022,小红书:飞次方飞盘运动社群,福建,福州市,南江滨沙滩排球场旁的足球场,否,,200人,50,119.356931,26.038868,
179,福州flame,混合/公开,2014,公众号：福州极限飞盘 FlameUltimate,福建,福州市,仓山区沙滩公园,是,革命,50人正式队员,200,119.230858,26.079922,
180,厦门灰啊灰飞盘俱乐部,混合/公开,2022.2,微信号：amoyflyaway 小红书：厦门灰啊灰飞盘俱乐部,福建,厦门市,诺斯蒂体育公园/厦门市湖里区云顶北路1158号,否,,单场封顶40人（群成员700人）,48,118.158646,24.520014,
181,沙茶面飞盘,混合/公开,2021.12,联系人微信号：AomySport2020 小红书：AmoySport,福建,厦门市,五缘湾运动馆,否,,700人,48,118.187206,24.526497,
182,沙茶面飞盘,混合/公开,2021.12,联系人微信号：AomySport2020 小红书：AmoySport,福建,厦门市,地丰体育中心,否,,700人,48,118.106457,24.461994,
183,沙茶面飞盘,混合/公开,2021.12,联系人微信号：AomySport2020 小红书：AmoySport,福建,厦门市,翌飞准者运动公园,否,,700人,48,118.188232,24.499212,
184,厦门友好飞盘俱乐部,混合/公开,2022.2,13055516655,福建,厦门市,厦门市体育中心,否,,120人,AA,118.108245,24.486208,
185,厦门白鹭极限飞盘俱乐部,混合/公开,2011.8,公众号：厦门极限飞盘,福建,厦门市,厦门市同安区官浔溪体育公园,是,Deng、吴晓歪等，盘龄8-9年，一直在白鹭,会员100人，非会员共计约600人,会费300元/年，会员参加活动免费；非会员20元/次。,118.157475,24.638881,
186,杰哥飞盘,混合/公开,2022.3,电话微信同号:18906019446,福建,厦门市,厦门市牛头山足球场,是,庄晋杰，白鹭队，15年。李小鹏，白鹭队/CUG，10年。竺俊祺，白鹭队，10年。振辉，集大队，5年。康康，白鹭队，4年,586人,散客59,118.08316,24.493519,
187,华东交大理工学院飞盘协会,学校队伍,,无,江西,南昌市,华东交大理工学院,是,,,,115.8266642,28.70856631,也是CUUA有但没找到相关信息。
188,南昌 NCU 飞盘队,学校队伍,,微信号：gh_7f1fb1652eb1,江西,南昌市,南昌大学,是,,,,115.9372504,28.68353839,无
189,南昌师范学院飞盘协会,学校队伍,,南昌极限飞盘 南昌师范飞盘,江西,南昌市,南昌师范学院,是,,,,115.8995986,28.63887033,无
190,江西禾远DISC TOP飞盘俱乐部,混合/公开,2020,公众号：禾远飞盘   /   小红书：禾远飞盘   /   俱乐部联系电话和微信：18870859996,江西,南昌市,东湖足球公园/南昌市青山湖区湖滨西路,否,,100人,50元,115.931283,28.700814,
191,山东体育大学飞盘协会,学校队伍,,无,山东,济南市,山东体育大学,是,,,,119.5312122,35.43631919,找到一个山东省飞盘运动协会，微信号：SD-SFDA
192,山东建筑大学飞盘协会,学校队伍,,无,山东,济南市,山东建筑大学,是,,,,117.0380841,36.66473309,无
193,北京电影学院现代创意媒体学院极限飞盘社,学校队伍,,微信号：gh_53899a48ed63,山东,青岛市,北京电影学院现代创意媒体学院,是,,,,120.261115,35.972716,无
194,山东政法 JN SPRING 飞盘队,学校队伍,,公众号：济南极限飞盘SpringUltimateClub小红书：济南极限飞盘SpringClub俱乐部联系人微信号：JNSpringUltimateClub,山东,济南市,山东政法学院,是,,,,117.0548477,36.65451709,无
195,单县第五中学King飞盘俱乐部,学校队伍,,公众号：King极限飞盘/小红书：2683547411/俱乐部微信：zfx1158672464,山东,菏泽市,单县第五中学北,是,,,,116.0628553,34.76066556,无
196,青岛猎鲨飞盘俱乐部,混合/公开,2021.11,俱乐部联系人微信：1812514829（4月中旬会有公众号）,山东,青岛市,青岛市李沧区九水东路599号体育场,否,,35人,,120.48661,36.169746,
197,郑州升昇達极限飞盘队,学校队伍,,微信号：SDUltimate666,河南,郑州市,郑州升达经贸管理学院,是,,,,113.6880222,34.59313162,无
198,西亚斯黄帝极限飞盘社,学校队伍,,微信号:黄帝极限飞盘社,河南,郑州市,郑州西亚斯学院,是,,,,113.7644231,34.39620174,无
199,郑州轻工业大学易斯顿美术学院极限飞盘协会,学校队伍,,微信号：gh_d1cc6ffee388,河南,郑州市,郑州轻工业大学易斯顿美术学院,是,,,,113.962995,34.7214544,无
200,郑州胡辣汤飞盘,混合/公开,2021.6,公众号：胡辣汤Ultimate Frisbee/小红书：郑州胡辣汤飞盘/俱乐部联系人微信号：OMGLeeXX,河南,郑州市,郑州市郑东新区市民体育公园,否,,,,113.764743,34.758389,
201,河南象豫飞盘,混合/公开,2021.11,俱乐部联系人微信号：13223086926,河南,郑州市,郑州市民体育场,否,,30,未收费,113.763059,34.757712,
202,小跑飞盘,混合/公开,2022.1,微信视频号：郑在小跑 / 小红书：郑在小跑 / B站：郑在小跑 / 俱乐部联系人微信号：18637119959,河南,郑州市,郑州市郑东新区郑州之林,否,,20人,,113.715345,34.774692,
203,湖北师范大学飞盘协会,学校队伍,,QQ群：713431187,湖北,黄石市,湖北师范大学,是,,,,115.0639756,30.23107536,无
204,中国地质大学（武汉）极限飞盘协会,学校队伍,,微信号：cugfeipan,湖北,武汉市,中国地质大学（武汉）,是,,,,114.3931422,30.52322744,无
205,中南财经政法大学 airwoo 极限飞盘社,学校队伍,,无,湖北,武汉市,中南财经政法大学,是,,,,114.3945618,30.47521093,没找到公众号，但是有微博账号 “武汉中南财经政法大学飞盘协会”
206,湖北工业大学极限拓展社,学校队伍,,无,湖北,武汉市,湖北工业大学,是,,,,114.3107776,30.48189967,没找到。
207,华科 firefly 飞盘队,学校队伍,,无,湖北,武汉市,华中科技大学,是,,,,114.4205545,30.51315217,归属学生会
208,武汉大学极限飞盘协会,学校队伍,,无,湖北,武汉市,武汉大学,是,,,,114.3568408,30.54611144,无公众号。
209,武汉理工大学 Air Lee 飞盘队,学校队伍,,无,湖北,武汉市,武汉理工大学,是,,,,114.3424844,30.59873066,无
210,华中师范大学极限飞盘协会,学校队伍,,小鸿 | 微信号：zhanhong-CCNU,湖北,武汉市,华中师范大学,是,,,,114.358257,30.52248711,无
211,WHBC Ultimate,学校队伍,,公众号：WHBC Ultimate,湖北,武汉市,武汉英中高级中学,是,,,,114.2181976,30.59588084,无
212,武汉女子CUGaea,女子队伍,2016.6（2019.11重建）,公众号：地大飞盘 小红书：CUG Ultimate,湖北,武汉市,地大操场,否,,10人左右,,114.3931422,30.52322744,
213,蜂潮飞盘俱乐部,混合/公开,2022,俱乐部联系人vx：7051044,湖北,武汉市,武汉市万隆足球场,否,,,,114.392001,30.51607,
214,武汉420UP飞盘俱乐部,混合/公开,2021.11,小红书：武汉420UP飞盘俱乐部 / 俱乐部联系人微信：Ewig66,湖北,武汉市,江汉湾全民健身中心,否,,1500,80/人,114.200876,30.584722,
215,武汉 LakeUltimate,混合/公开,2022.3,小红书：武汉LakeUltimate飞盘,湖北,武汉市,光谷阿尔法创意园,否,,300,30-50,114.423516,30.480468,
216,武汉风鹤飞盘俱乐部,混合/公开,2021.11,小红书：武汉风鹤飞盘/风鹤飞盘俱乐部 俱乐部微信客服：WHCRane2021,湖北,武汉市,妙羽足球乐园,否,,2500人左右,60-80,114.24662,30.607925,
217,武汉风鹤飞盘俱乐部,混合/公开,2021.11,小红书：武汉风鹤飞盘/风鹤飞盘俱乐部 俱乐部微信客服：WHCRane2021,湖北,武汉市,塔子湖体育中心,否,,2500人左右,60-80,114.286626,30.643631,
218,武汉风鹤飞盘俱乐部,混合/公开,2021.11,小红书：武汉风鹤飞盘/风鹤飞盘俱乐部 俱乐部微信客服：WHCRane2021,湖北,武汉市,汉为体育徐东销品茂,否,,2500人左右,60-80,114.343803,30.587749,
219,武汉超光速smoc,混合/公开,2021.1,小红书:超光速SMOC武汉 /vx:nolanso1019,湖北,武汉市,汉为足球公园徐东销品茂店,是,胖子:lazy GDY 盘龄10年/minai 攒劲飞盘 lazy 盘龄10年+,社群3000人+,80单人票/2h,114.342237,30.587407,
220,湖南 Huda 飞盘队,学校队伍,,公众号：Huda飞盘 联系人微信：sz1909107335,湖南,长沙市,湖南大学,是,,,,112.9261947,28.20167955,无
221,中南大学极限飞盘协会,学校队伍,,微信号：CSUfrisbee,湖南,长沙市,中南大学,是,,,,112.9324564,28.16457807,无
222,湖南第一师范学院极限飞盘协会,学校队伍,,无,湖南,长沙市,湖南第一师范学院,是,,,,112.8694917,28.19979623,无公众号。
223,中南林业科技大学极限飞盘协会,学校队伍,,无,湖南,长沙市,中南林业科技大学,是,,,,112.9904408,28.13201336,无公众号。
224,湖南农业大学枭龙飞盘队,学校队伍,,公众号：湖南农业大学枭龙飞盘协会小红书：枭龙飞盘俱乐部联系人：dbdb227,湖南,长沙市,湖南农业大学,是,,,,113.0848709,28.18095753,无
225,长沙民政学院极限飞盘协会,学校队伍,,无,湖南,长沙市,长沙民政学院,是,,,,113.0169027,28.13729858,无公众号。
226,1970,学校队伍,,联系人微信号yfanc_22 bella_5xb,湖南,长沙市,湖南大学/中南大学,是,,,,112.9261947,28.20167955,无
227,聚星村·长沙,混合/公开,2018.4,微信搜索公众号：聚星村飞盘俱乐部,湖南,长沙市,中南大学体育场,是,主教练：杨星，盘龄13年，长沙最早一批玩盘人。,注册会员86人,注册费：89元（包含新手村专业指导，一件训练背心，一个训练飞盘）,112.933982,28.153332,
228,长沙湘北,混合/公开,2015,社群微信号：csxbfp,湖南,长沙市,长沙市内各区域均有覆盖,是,Reddick 盘龄14年 湘北队长/湘北社群主理人,1500,39.9元,112.938882,28.228304,
229,莞工极限飞盘队,学校队伍,,微信号：gh_14b3596c999d 微信号:denghahaha11,广东,东莞市,东莞理工学院,是,,,,113.8695388,22.90584087,无
230,广东岭南职业技术学院飞盘协会,学校队伍,,微信号：LingNanUltimate,广东,广州市,广东岭南职业技术学院,是,,,,113.417962,23.16799565,无
231,广东培正学院飞盘协会,学校队伍,,微信号：PZUltimate,广东,广州市,广东培正学院,是,,,,113.0846805,23.41219345,无
232,中山大学飞盘协会,学校队伍,,微信号：gh_bd1be3b60de1（公众号名称：中大飞盘）,广东,广州市,中山大学,是,,,,113.2987972,23.09660747,无
233,广州医科大学飞盘协会,学校队伍,,无,广东,广州市,广州医科大学,是,,,,113.4222312,23.04116698,无
234,广州大学 Alien 极限飞盘协会,学校队伍,,微信号：GZUfrisbee,广东,广州市,广州大学,是,,,,113.3760312,23.04000913,无
235,华南师范 SCNU 飞盘队,学校队伍,,微信号：SCNU_FRISBEE,广东,广州市,华南师范大学,是,,,,113.3803944,23.05244413,无
236,华南农业大学 AIR 极限飞盘协会,学校队伍,,公众号：华南农业大学air极限飞盘协会微信号：SCAU-AIR2014,广东,广州市,华南农业大学,是,,,,113.349253,23.16080416,无
237,中山大学南方学院飞盘协会,学校队伍,,无,广东,广州市,中山大学南方学院,是,,,,113.67404,23.63520202,没有队社，现在有几个老师开设课程。
238,广州体育学院飞盘协会,学校队伍,,微信号：GT-Storm,广东,广州市,广州体育学院,是,,,,113.3135277,23.14618804,无
239,广东外语外贸大学飞盘协会,学校队伍,,无,广东,广州市,广东外语外贸大学,是,,,,113.2865516,23.20295215,无
240,广州中医药大学飞盘协会,学校队伍,,无,广东,广州市,广州中医药大学,是,,,,113.4021975,23.06034503,无
241,华南理工 SCUT 极限飞盘队（五山校区）,学校队伍,,公众号：SCUT华工飞盘,广东,广州市,华南理工大学（五山校区）,是,,,,113.3458159,23.15736234,无
242,华南理工 SCUT 极限飞盘队（大学城校区）,学校队伍,,公众号：SCUT华工飞盘,广东,广州市,华南理工大学（大学城校区）,是,,,,113.4029051,23.04997833,无
243,广工UFO极限飞盘队,学校队伍,,微信号：GDUT_Ultimate,广东,广州市,广东工业大学,是,,,,113.3973122,23.03360108,无
244,南科大飞盘社,学校队伍,,微信号：gh_1d0be4e28392,广东,深圳市,南方科技大学,是,,,,113.9944655,22.60046197,无
245,深圳大学 FRISBEE 极限飞盘协会,学校队伍,,微信号: szufrisbee,广东,深圳市,深圳大学,是,,,,113.9381047,22.59933637,无
246,香港中文大学（深圳）极限飞盘社,学校队伍,,微信号：gh_853593e9d9e5 （公众号名称：LGU飞盘Ultimate）,广东,深圳市,香港中文大学（深圳）,是,,,,114.2079241,22.69097288,无
247,深圳职业技术学院飞盘协会,学校队伍,,无,广东,深圳市,深圳职业技术学院,是,,,,113.9462398,22.59133173,无
248,北师珠 Griffins 极限飞盘队,学校队伍,,微信号：BNUZ-Ultimate,广东,珠海市,北京师范大学珠海分校,是,,,,113.5435626,22.3508439,无
249,北师大香港浸会联合国际学院 UIC-7,学校队伍,,微信号：uic_frisbee,广东,珠海市,北师大香港浸会联合国际学院,是,,,,113.5393605,22.34701975,无
250,广白 FLASH 极限飞盘社,学校队伍,,无,广东,广州市,广东白云学院,是,,,,113.2126765,23.27206952,无
251,佛山千色灯湖青少年飞盘俱乐部,青训队伍,2019,公众号：千色灯湖,广东,佛山市,佛山市南海区三洲工业区新活力足球场,是,AC 盘龄2年,50个中小学生,150元左右/次,113.200447,23.050627,
252,广州如鹰飞盘俱乐部,青训队伍,2021.7,小红书：广州如鹰飞鹰飞盘 联系人微信：18188801060,广东,广州市,广州市番禺区南浦金枫河畔足球场,是,学铭 超过十年盘龄,,,113.285082,23.025708,
253,深圳飞鹰,青训队伍,2020.11,微信：15536129777 小红书：玩飞盘的·,广东,深圳市,大望足球场,是,小黑,u13,,114.171722,22.595676,
254,新赛道飞盘俱乐部,青训队伍,2020.9,俱乐部联系人微信号: f_123eNg,广东,东莞市,广东省东莞市东城体育公园,是,现在在新赛道飞盘队当主教练，曾经在深圳男子队、深圳乐奥队伍打比赛，盘龄6年。,u9 u13,,113.775011,23.005655,
255,深圳还可以女子队,女子队伍,2016,公众号：深圳女子飞盘/小红书：深圳还可以女子飞盘队/俱乐部联系人微信号：ppc12180807,广东,深圳市,深圳湾体育中心内场,是,由队长和各个有经验的选手轮流带训,女子社群有150人左右，女子队伍维持在30-40人左右,无（场地费均摊，有经验的选手均无偿教学,113.949998,22.518236,
256,广州 Mega Mad 女子飞盘,女子队伍,2016,公众号：GZ MEGA MAD id: megamadultimate,广东,广州市,南浦,是,教练AJ萧焯健、Mark陈冠弦均来自广工UFO飞盘，目前效力于GZ STORM(MIX)、GZ SuperStorm(OPEN),40-50人,500左右/赛季（根据场地费用上下浮动）,113.289127,23.041337,
257,广州 Mega Mad 女子飞盘,女子队伍,2016,公众号：GZ MEGA MAD id: megamadultimate,广东,广州市,木生缘,是,教练AJ萧焯健、Mark陈冠弦均来自广工UFO飞盘，目前效力于GZ STORM(MIX)、GZ SuperStorm(OPEN),40-50人,500左右/赛季（根据场地费用上下浮动）,113.346715,22.950079,
258,广州 Mega Mad 女子飞盘,女子队伍,2016,公众号：GZ MEGA MAD id: megamadultimate,广东,广州市,星驰,是,教练AJ萧焯健、Mark陈冠弦均来自广工UFO飞盘，目前效力于GZ STORM(MIX)、GZ SuperStorm(OPEN),40-50人,500左右/赛季（根据场地费用上下浮动）,113.591145,23.540839,
259,佛山千色灯湖青少年飞盘俱乐部,混合/公开,2019,公众号：千色灯湖,广东,佛山市,佛山市南海区三洲工业区新活力足球场,是,AC 盘龄2年,50个中小学生,150元左右/次,113.200447,23.050627,
260,广州如鹰飞盘俱乐部,混合/公开,2021.7,小红书：广州如鹰飞鹰飞盘 联系人微信：18188801060,广东,广州市,广州市番禺区南浦金枫河畔足球场,是,学铭 超过十年盘龄,,,113.285082,23.025708,
261,深圳飞鹰,混合/公开,2020.11,微信：15536129777 小红书：玩飞盘的·,广东,深圳市,大望足球场,是,小黑,u13,,114.171722,22.595676,
262,新赛道飞盘俱乐部,混合/公开,2020.9,俱乐部联系人微信号: f_123eNg,广东,东莞市,广东省东莞市东城体育公园,是,现在在新赛道飞盘队当主教练，曾经在深圳男子队、深圳乐奥队伍打比赛，盘龄6年。,u9 u13,,113.775011,23.005655,
263,Pioneer先行者,混合/公开,2022.1,俱乐部联系人微信号：king770338527,广东,深圳市,皇冠体育场 深圳市福田区车公庙十亩地内,是,黄琨 加州大学戴维斯分校校队 盘龄八年,23人,70/次,114.0198719,22.53933961,1
264,UIC-7,混合/公开,2010,公众号：UIC-7小红书：UIC-7 Ultimate Frisbee俱乐部联系人微信号：HersheyBee,广东,珠海市,珠海市香洲区会同体育公园,是,暂无,50,,113.51785,22.356392,2
265,乐奥飞盘夜行侠,混合/公开,2017,公众号：乐奥飞盘小红书：Cole飞盘世界俱乐部联系人微信号：youip78365,广东,深圳市,深圳湾体育场,是,陈冠廷 盘龄八年深圳男子队 义乌懒人Lazy队乐奥飞盘队,80,80,113.949998,22.518236,3
266,JW Free Frisbee Club,混合/公开,2022.1,小红书:JW Free Frisbee嘉伟飞盘,广东,深圳市,福田海滨生态体育公园/皇冠体育中心,是,嘉伟， cug，盘龄9年,,,114.020635,22.533019,4
267,鱼塘,混合/公开,2020,微信号：13005426907,广东,深圳市,宝安新安足球公园,否,,,50,113.903518,22.572066,
268,视界飞盘俱乐部,混合/公开,2021.11,公众号：视界飞盘/小红书：视界飞盘/俱乐部联系人微信：cxuehui,广东,广州市,广东省广州市番禺区金枫河畔足球公园,是,广州storm，盘龄9-10年,平时参加活动人数30人左右/场,64-68/人,113.285082,23.025708,
269,SMS国体飞盘俱乐部,混合/公开,2019,俱乐部联系人微信号：STEVENXIII,广东,深圳市,大沙河公园,否,,30-40人,无,113.961327,22.556822,
270,SMS国体飞盘俱乐部,混合/公开,2019,俱乐部联系人微信号：STEVENXIII,广东,深圳市,深圳中学泥岗校区运动场,否,,30-40人,无,114.092946,22.56562,
271,盘牛飞盘俱乐部,混合/公开,2021.11,微信号：18681464898,广东,深圳市,南山区科技园足球场,是,深圳zen 郭嘉荣 盘龄15年,300-400,80-100,113.94679,22.556374,
272,境悦体育,混合/公开,2019,俱乐部联系人：李亚男18102205492，微信同号,广东,广州市,广州市番禺区亚运城社区草坪,否,李亚男,15,,113.496839,22.945668,
273,香蕉俱乐部,混合/公开,2021.12,小红书：香蕉俱乐部,广东,广州市,番禺万博海印又一城南方起跑天空之城(广州地铁7/18号线A出口 680米）,否,,,,113.348979,22.999534,
274,广州荔枝飞盘俱乐部,混合/公开,2021.1,公众号：荔枝飞盘 LYCHEE CAMP小红书：荔枝飞盘Lychee Ultimate俱乐部联系人微信：511375881,广东,广州市,广州海珠区万胜围新港东路2352号拾号体育公园杨青店,是,BILL : .1. 2019国家飞盘男子队队员,社群1000人以上,78元/次,113.391981,23.096254,
275,广州荔枝飞盘俱乐部,混合/公开,2021.1,公众号：荔枝飞盘 LYCHEE CAMP小红书：荔枝飞盘Lychee Ultimate俱乐部联系人微信：511375881,广东,广州市,广州天河区海清路海定街1号猎德实验学校,是,BILL : .1. 2019国家飞盘男子队队员,社群1000人以上,78元/次,113.337457,23.115805,
276,广州荔枝飞盘俱乐部,混合/公开,2021.1,公众号：荔枝飞盘 LYCHEE CAMP小红书：荔枝飞盘Lychee Ultimate俱乐部联系人微信：511375881,广东,广州市,广州天河区林乐路桥林苑东侧未来社,是,BILL : .1. 2019国家飞盘男子队队员,社群1000人以上,78元/次,113.33098,23.143738,
277,STORM,混合/公开,2012,公众号：广州极限飞盘Ultimateid:gzultimate,广东,广州市,广州南浦,是,,40-50人,,113.289127,23.041337,
